code,name
SAP FIORI FOR SAP S/4HANA 2023,
SAP FIORI FOR SAP S/4HANA 1809,
SAP FIORI FOR SAP S/4HANA 1610,
SAP FIORI FOR SAP S/4HANA 1709,
SAP FIORI FOR SAP S/4HANA 2020,
SAP FIORI FOR SAP S/4HANA 1909,
SAP FIORI FOR SAP S/4HANA 2022,
SAP FIORI FOR SAP S/4HANA 2021,
SAP FIORI FOR SAP S/4HANA 1511,
SAP S/4HANA TRBK 1.0,
SAP ACS 1.6 FOR SAP S/4HANA,
SAP ACS 1.5 FOR SAP S/4HANA,
SAP S4SCSD 3.0,
SAP FIORI FOR SAP S/4HANA 2023| SAP S/4HANA 2023,
S/4HANA ACCTG INTEG 1907,
S/4HANA YARD LOGISTICS 2021,
S/4HANA FIN PROD SUBLDGR 2306,
S/4 UTIL BILL ENHAN GER 1811,
S/4HANA MFG LOGISTICS 2310,
SAP S/4HANA UI LOGGING 1811,
S/4HANA ARO 1906,
S/4HANA TM NETWRK OPS CSL 2202,
S4 INTELLCLINICSUPPLYMGMT 2210,
S4 LIFE SCIENCES ADD-ON 2306,
S/4HANA TM ORDER-CASH CSL 2202,
S/4HANA TM LTA CSL 2202,
PLM SYST INTEG 2.0 FOR S/4HANA,
SAP S/4HANA TRBK 2.0,
