code,name
FM_FIKRS,Financial management area
FIKRS,Financial management area
KOKRS,Controlling area
BUKRS,Company code
PRCTR,Profit center
ARBPL,Work center
IWERK,Planning plant
SWERK,Maintenance plant
EKGRP,Purchasing group
EKORG,Purchasing organization
WERKS,Plant
VKORG,Sales organization
VTWEG,Distribution channel
SPART,Division
VSTEL,Shipping point
LGORT,Storage location
BERID,MRP area
LGNUM,Warehouse num
