code,name
AP,Application Platform and Infrastructure
PM,Asset Management
DB,Database and Data Management
FI,Finance
HR,Human Resources
IT,IT Management
PP,Manufacturing
RD,R&D/Engineering
SD,Sales
MM,Sourcing and Procurement
SC,Supply Chain
CS,Service
BI,Analytics
AI,Intelligent Technologies
SS,Security Software
SU,"Sustainability, Compliance, and Enterprise Strategy"
